#, Title, Sub-URL, Difficulty 
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard
1285,Find the Start and End Number of Continuous Ranges,/problems/find-the-start-and-end-number-of-continuous-ranges,Medium
1286,Iterator for Combination,/problems/iterator-for-combination,Medium
1287,Element Appearing More Than 25% In Sorted Array,/problems/element-appearing-more-than-25-in-sorted-array,Easy
1288,Remove Covered Intervals,/problems/remove-covered-intervals,Medium
1289,Minimum Falling Path Sum II,/problems/minimum-falling-path-sum-ii,Hard
1290,Convert Binary Number in a Linked List to Integer,/problems/convert-binary-number-in-a-linked-list-to-integer,Easy
1291,Sequential Digits,/problems/sequential-digits,Medium
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium
1293,Shortest Path in a Grid with Obstacles Elimination,/problems/shortest-path-in-a-grid-with-obstacles-elimination,Hard
1294,Weather Type in Each Country,/problems/weather-type-in-each-country,Easy
1295,Find Numbers with Even Number of Digits,/problems/find-numbers-with-even-number-of-digits,Easy
1296,Divide Array in Sets of K Consecutive Numbers,/problems/divide-array-in-sets-of-k-consecutive-numbers,Medium
1297,Maximum Number of Occurrences of a Substring,/problems/maximum-number-of-occurrences-of-a-substring,Medium
1298,Maximum Candies You Can Get from Boxes,/problems/maximum-candies-you-can-get-from-boxes,Hard
1299,Replace Elements with Greatest Element on Right Side,/problems/replace-elements-with-greatest-element-on-right-side,Easy
1300,Sum of Mutated Array Closest to Target,/problems/sum-of-mutated-array-closest-to-target,Medium
1301,Number of Paths with Max Score,/problems/number-of-paths-with-max-score,Hard
1302,Deepest Leaves Sum,/problems/deepest-leaves-sum,Medium
1303,Find the Team Size,/problems/find-the-team-size,Easy
1304,Find N Unique Integers Sum up to Zero,/problems/find-n-unique-integers-sum-up-to-zero,Easy
1305,All Elements in Two Binary Search Trees,/problems/all-elements-in-two-binary-search-trees,Medium
1306,Jump Game III,/problems/jump-game-iii,Medium
1307,Verbal Arithmetic Puzzle,/problems/verbal-arithmetic-puzzle,Hard
1308,Running Total for Different Genders,/problems/running-total-for-different-genders,Medium
1309,Decrypt String from Alphabet to Integer Mapping,/problems/decrypt-string-from-alphabet-to-integer-mapping,Easy
1310,XOR Queries of a Subarray,/problems/xor-queries-of-a-subarray,Medium
1311,Get Watched Videos by Your Friends,/problems/get-watched-videos-by-your-friends,Medium
1312,Minimum Insertion Steps to Make a String Palindrome,/problems/minimum-insertion-steps-to-make-a-string-palindrome,Hard
1313,Decompress Run-Length Encoded List,/problems/decompress-run-length-encoded-list,Easy
1314,Matrix Block Sum,/problems/matrix-block-sum,Medium
1315,Sum of Nodes with Even-Valued Grandparent,/problems/sum-of-nodes-with-even-valued-grandparent,Medium
1316,Distinct Echo Substrings,/problems/distinct-echo-substrings,Hard
1317,Convert Integer to the Sum of Two No-Zero Integers,/problems/convert-integer-to-the-sum-of-two-no-zero-integers,Easy
1318,Minimum Flips to Make a OR b Equal to c,/problems/minimum-flips-to-make-a-or-b-equal-to-c,Medium
1319,Number of Operations to Make Network Connected,/problems/number-of-operations-to-make-network-connected,Medium
1320,Minimum Distance to Type a Word Using Two Fingers,/problems/minimum-distance-to-type-a-word-using-two-fingers,Hard
1321,Restaurant Growth,/problems/restaurant-growth,Medium
1322,Ads Performance,/problems/ads-performance,Easy
1323,Maximum 69 Number,/problems/maximum-69-number,Easy
1324,Print Words Vertically,/problems/print-words-vertically,Medium
1325,Delete Leaves With a Given Value,/problems/delete-leaves-with-a-given-value,Medium
1326,Minimum Number of Taps to Open to Water a Garden,/problems/minimum-number-of-taps-to-open-to-water-a-garden,Hard
1327,List the Products Ordered in a Period,/problems/list-the-products-ordered-in-a-period,Easy
1328,Break a Palindrome,/problems/break-a-palindrome,Medium
1329,Sort the Matrix Diagonally,/problems/sort-the-matrix-diagonally,Medium
1330,Reverse Subarray To Maximize Array Value,/problems/reverse-subarray-to-maximize-array-value,Hard
1331,Rank Transform of an Array,/problems/rank-transform-of-an-array,Easy
1332,Remove Palindromic Subsequences,/problems/remove-palindromic-subsequences,Easy
1333,Filter Restaurants by Vegan-Friendly| Price and Distance,/problems/filter-restaurants-by-vegan-friendly-price-and-distance,Medium
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium
1335,Minimum Difficulty of a Job Schedule,/problems/minimum-difficulty-of-a-job-schedule,Hard
1336,Number of Transactions per Visit,/problems/number-of-transactions-per-visit,Hard
1337,The K Weakest Rows in a Matrix,/problems/the-k-weakest-rows-in-a-matrix,Easy
1338,Reduce Array Size to The Half,/problems/reduce-array-size-to-the-half,Medium
1339,Maximum Product of Splitted Binary Tree,/problems/maximum-product-of-splitted-binary-tree,Medium
1340,Jump Game V,/problems/jump-game-v,Hard
1341,Movie Rating,/problems/movie-rating,Medium
1342,Number of Steps to Reduce a Number to Zero,/problems/number-of-steps-to-reduce-a-number-to-zero,Easy
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium
1344,Angle Between Hands of a Clock,/problems/angle-between-hands-of-a-clock,Medium
1345,Jump Game IV,/problems/jump-game-iv,Hard
1346,Check If N and Its Double Exist,/problems/check-if-n-and-its-double-exist,Easy
1347,Minimum Number of Steps to Make Two Strings Anagram,/problems/minimum-number-of-steps-to-make-two-strings-anagram,Medium
1348,Tweet Counts Per Frequency,/problems/tweet-counts-per-frequency,Medium
1349,Maximum Students Taking Exam,/problems/maximum-students-taking-exam,Hard
1350,Students With Invalid Departments,/problems/students-with-invalid-departments,Easy
1351,Count Negative Numbers in a Sorted Matrix,/problems/count-negative-numbers-in-a-sorted-matrix,Easy
1352,Product of the Last K Numbers,/problems/product-of-the-last-k-numbers,Medium
1353,Maximum Number of Events That Can Be Attended,/problems/maximum-number-of-events-that-can-be-attended,Medium
1354,Construct Target Array With Multiple Sums,/problems/construct-target-array-with-multiple-sums,Hard
1355,Activity Participants,/problems/activity-participants,Medium
1356,Sort Integers by The Number of 1 Bits,/problems/sort-integers-by-the-number-of-1-bits,Easy
1357,Apply Discount Every n Orders,/problems/apply-discount-every-n-orders,Medium
1358,Number of Substrings Containing All Three Characters,/problems/number-of-substrings-containing-all-three-characters,Medium
1359,Count All Valid Pickup and Delivery Options,/problems/count-all-valid-pickup-and-delivery-options,Hard
1360,Number of Days Between Two Dates,/problems/number-of-days-between-two-dates,Easy
1361,Validate Binary Tree Nodes,/problems/validate-binary-tree-nodes,Medium
1362,Closest Divisors,/problems/closest-divisors,Medium
1363,Largest Multiple of Three,/problems/largest-multiple-of-three,Hard
1364,Number of Trusted Contacts of a Customer,/problems/number-of-trusted-contacts-of-a-customer,Medium
1365,How Many Numbers Are Smaller Than the Current Number,/problems/how-many-numbers-are-smaller-than-the-current-number,Easy
1366,Rank Teams by Votes,/problems/rank-teams-by-votes,Medium
1367,Linked List in Binary Tree,/problems/linked-list-in-binary-tree,Medium
1368,Minimum Cost to Make at Least One Valid Path in a Grid,/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard
1369,Get the Second Most Recent Activity,/problems/get-the-second-most-recent-activity,Hard
1370,Increasing Decreasing String,/problems/increasing-decreasing-string,Easy
1371,Find the Longest Substring Containing Vowels in Even Counts,/problems/find-the-longest-substring-containing-vowels-in-even-counts,Medium
1372,Longest ZigZag Path in a Binary Tree,/problems/longest-zigzag-path-in-a-binary-tree,Medium
1373,Maximum Sum BST in Binary Tree,/problems/maximum-sum-bst-in-binary-tree,Hard
1374,Generate a String With Characters That Have Odd Counts,/problems/generate-a-string-with-characters-that-have-odd-counts,Easy
1375,Bulb Switcher III,/problems/bulb-switcher-iii,Medium
1376,Time Needed to Inform All Employees,/problems/time-needed-to-inform-all-employees,Medium
1377,Frog Position After T Seconds,/problems/frog-position-after-t-seconds,Hard
1378,Replace Employee ID With The Unique Identifier,/problems/replace-employee-id-with-the-unique-identifier,Easy
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Medium
1380,Lucky Numbers in a Matrix,/problems/lucky-numbers-in-a-matrix,Easy
1381,Design a Stack With Increment Operation,/problems/design-a-stack-with-increment-operation,Medium
1382,Balance a Binary Search Tree,/problems/balance-a-binary-search-tree,Medium
1383,Maximum Performance of a Team,/problems/maximum-performance-of-a-team,Hard
1384,Total Sales Amount by Year,/problems/total-sales-amount-by-year,Hard
1385,Find the Distance Value Between Two Arrays,/problems/find-the-distance-value-between-two-arrays,Easy
1386,Cinema Seat Allocation,/problems/cinema-seat-allocation,Medium
1387,Sort Integers by The Power Value,/problems/sort-integers-by-the-power-value,Medium
1388,Pizza With 3n Slices,/problems/pizza-with-3n-slices,Hard
1389,Create Target Array in the Given Order,/problems/create-target-array-in-the-given-order,Easy
1390,Four Divisors,/problems/four-divisors,Medium
1391,Check if There is a Valid Path in a Grid,/problems/check-if-there-is-a-valid-path-in-a-grid,Medium
1392,Longest Happy Prefix,/problems/longest-happy-prefix,Hard
1393,Capital Gain/Loss,/problems/capital-gainloss,Medium
1394,Find Lucky Integer in an Array,/problems/find-lucky-integer-in-an-array,Easy
1395,Count Number of Teams,/problems/count-number-of-teams,Medium
1396,Design Underground System,/problems/design-underground-system,Medium
1397,Find All Good Strings,/problems/find-all-good-strings,Hard
1398,Customers Who Bought Products A and B but Not C,/problems/customers-who-bought-products-a-and-b-but-not-c,Medium
1399,Count Largest Group,/problems/count-largest-group,Easy
1400,Construct K Palindrome Strings,/problems/construct-k-palindrome-strings,Medium
1401,Circle and Rectangle Overlapping,/problems/circle-and-rectangle-overlapping,Medium
1402,Reducing Dishes,/problems/reducing-dishes,Hard
1403,Minimum Subsequence in Non-Increasing Order,/problems/minimum-subsequence-in-non-increasing-order,Easy
1404,Number of Steps to Reduce a Number in Binary Representation to One,/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium
1405,Longest Happy String,/problems/longest-happy-string,Medium
1406,Stone Game III,/problems/stone-game-iii,Hard
1407,Top Travellers,/problems/top-travellers,Easy
1408,String Matching in an Array,/problems/string-matching-in-an-array,Easy
1409,Queries on a Permutation With Key,/problems/queries-on-a-permutation-with-key,Medium
1410,HTML Entity Parser,/problems/html-entity-parser,Medium
1411,Number of Ways to Paint N × 3 Grid,/problems/number-of-ways-to-paint-n-3-grid,Hard
1412,Find the Quiet Students in All Exams,/problems/find-the-quiet-students-in-all-exams,Hard
1413,Minimum Value to Get Positive Step by Step Sum,/problems/minimum-value-to-get-positive-step-by-step-sum,Easy
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium
1415,The k-th Lexicographical String of All Happy Strings of Length n,/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium
1416,Restore The Array,/problems/restore-the-array,Hard
